Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
1,"SHA-2 128-bit, robust",31.330,138.603,9.642,179.575
2,"SHA-2 128-bit, robust",5.589,132.219,8.360,146.168
3,"SHA-2 128-bit, robust",5.437,111.819,6.320,123.576
4,"SHA-2 128-bit, robust",4.189,97.333,6.567,108.089
5,"SHA-2 128-bit, robust",4.029,97.147,6.056,107.231
6,"SHA-2 128-bit, robust",3.997,96.659,6.124,106.780
7,"SHA-2 128-bit, robust",3.985,96.395,5.895,106.274
8,"SHA-2 128-bit, robust",4.000,96.057,6.025,106.082
9,"SHA-2 128-bit, robust",4.003,96.306,5.885,106.193
10,"SHA-2 128-bit, robust",3.979,95.307,5.806,105.092
11,"SHA-2 128-bit, robust",3.963,96.393,5.959,106.316
12,"SHA-2 128-bit, robust",3.993,95.743,5.791,105.528
13,"SHA-2 128-bit, robust",4.019,96.523,5.840,106.381
14,"SHA-2 128-bit, robust",4.001,95.597,5.828,105.426
15,"SHA-2 128-bit, robust",3.984,96.381,6.002,106.367
16,"SHA-2 128-bit, robust",3.972,94.950,5.812,104.735
17,"SHA-2 128-bit, robust",3.991,96.344,5.870,106.204
18,"SHA-2 128-bit, robust",3.984,95.387,6.056,105.427
19,"SHA-2 128-bit, robust",4.107,96.812,5.760,106.678
20,"SHA-2 128-bit, robust",4.000,95.088,5.610,104.697
21,"SHA-2 128-bit, robust",3.979,96.328,5.913,106.220
22,"SHA-2 128-bit, robust",3.979,95.889,5.943,105.811
23,"SHA-2 128-bit, robust",4.057,96.709,5.706,106.473
24,"SHA-2 128-bit, robust",3.979,95.102,5.796,104.876
25,"SHA-2 128-bit, robust",3.983,96.437,5.823,106.242
26,"SHA-2 128-bit, robust",4.009,95.381,5.952,105.341
27,"SHA-2 128-bit, robust",3.989,96.062,5.913,105.964
28,"SHA-2 128-bit, robust",4.010,94.922,5.896,104.828
29,"SHA-2 128-bit, robust",3.984,96.184,6.039,106.207
30,"SHA-2 128-bit, robust",3.981,95.235,5.805,105.021
31,"SHA-2 128-bit, robust",3.993,96.358,5.886,106.237
32,"SHA-2 128-bit, robust",3.969,95.120,5.860,104.949
33,"SHA-2 128-bit, robust",3.999,96.564,5.919,106.483
34,"SHA-2 128-bit, robust",3.969,95.225,5.760,104.955
35,"SHA-2 128-bit, robust",3.981,96.027,6.049,106.058
36,"SHA-2 128-bit, robust",4.022,95.211,6.144,105.377
37,"SHA-2 128-bit, robust",3.978,95.928,5.866,105.772
38,"SHA-2 128-bit, robust",4.016,95.348,5.950,105.314
39,"SHA-2 128-bit, robust",3.986,96.133,5.746,105.865
40,"SHA-2 128-bit, robust",3.972,95.390,5.968,105.330
41,"SHA-2 128-bit, robust",4.015,96.312,5.777,106.104
42,"SHA-2 128-bit, robust",4.015,94.892,5.918,104.825
43,"SHA-2 128-bit, robust",4.035,96.244,5.979,106.258
44,"SHA-2 128-bit, robust",3.978,95.210,5.895,105.082
45,"SHA-2 128-bit, robust",3.988,96.179,5.950,106.117
46,"SHA-2 128-bit, robust",3.958,95.085,5.672,104.714
47,"SHA-2 128-bit, robust",3.995,96.299,5.814,106.107
48,"SHA-2 128-bit, robust",4.015,95.006,5.851,104.872
49,"SHA-2 128-bit, robust",3.960,95.957,5.965,105.882
50,"SHA-2 128-bit, robust",3.980,95.404,5.818,105.202
51,"SHA-2 128-bit, robust",3.977,95.687,5.958,105.623
52,"SHA-2 128-bit, robust",3.982,95.256,5.771,105.009
53,"SHA-2 128-bit, robust",4.058,95.816,5.647,105.521
54,"SHA-2 128-bit, robust",3.977,95.180,5.743,104.900
55,"SHA-2 128-bit, robust",3.974,95.904,5.501,105.379
56,"SHA-2 128-bit, robust",3.971,94.951,5.829,104.750
57,"SHA-2 128-bit, robust",3.999,95.584,5.925,105.508
58,"SHA-2 128-bit, robust",3.973,95.331,5.706,105.010
59,"SHA-2 128-bit, robust",3.984,96.249,5.843,106.076
60,"SHA-2 128-bit, robust",3.963,95.223,5.816,105.002
61,"SHA-2 128-bit, robust",3.974,95.962,5.815,105.751
62,"SHA-2 128-bit, robust",3.954,94.960,5.684,104.598
63,"SHA-2 128-bit, robust",4.085,95.236,6.541,105.862
64,"SHA-2 128-bit, robust",3.997,94.938,5.952,104.887
65,"SHA-2 128-bit, robust",3.973,95.384,6.935,106.292
66,"SHA-2 128-bit, robust",3.995,95.139,5.874,105.008
67,"SHA-2 128-bit, robust",3.955,95.323,5.766,105.044
68,"SHA-2 128-bit, robust",4.806,95.202,5.567,105.576
69,"SHA-2 128-bit, robust",3.975,95.447,5.785,105.207
70,"SHA-2 128-bit, robust",4.783,94.858,5.686,105.327
71,"SHA-2 128-bit, robust",3.968,95.361,5.826,105.155
72,"SHA-2 128-bit, robust",3.963,96.160,5.971,106.094
73,"SHA-2 128-bit, robust",3.987,95.285,5.976,105.248
74,"SHA-2 128-bit, robust",3.970,96.017,5.854,105.841
75,"SHA-2 128-bit, robust",3.967,95.210,5.800,104.977
76,"SHA-2 128-bit, robust",3.972,95.908,6.034,105.914
77,"SHA-2 128-bit, robust",3.964,95.197,5.885,105.045
78,"SHA-2 128-bit, robust",3.962,95.933,5.839,105.734
79,"SHA-2 128-bit, robust",3.970,95.326,5.787,105.082
80,"SHA-2 128-bit, robust",3.985,95.866,5.910,105.761
81,"SHA-2 128-bit, robust",3.942,95.025,5.889,104.855
82,"SHA-2 128-bit, robust",3.963,95.972,5.787,105.721
83,"SHA-2 128-bit, robust",3.991,95.011,5.871,104.874
