Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
1,"SHA-2 256-bit, robust",24.678,415.446,11.558,451.682
2,"SHA-2 256-bit, robust",20.120,412.699,12.147,444.966
3,"SHA-2 256-bit, robust",20.149,412.056,11.343,443.547
4,"SHA-2 256-bit, robust",20.181,413.079,11.576,444.836
5,"SHA-2 256-bit, robust",20.129,414.023,11.648,445.799
6,"SHA-2 256-bit, robust",20.181,413.852,11.180,445.213
7,"SHA-2 256-bit, robust",20.345,413.540,11.662,445.547
8,"SHA-2 256-bit, robust",20.133,413.482,11.507,445.121
9,"SHA-2 256-bit, robust",20.163,413.944,11.237,445.344
10,"SHA-2 256-bit, robust",20.167,413.318,11.553,445.038
11,"SHA-2 256-bit, robust",20.156,412.719,11.485,444.360
12,"SHA-2 256-bit, robust",20.120,412.675,11.205,444.000
13,"SHA-2 256-bit, robust",20.085,412.881,11.432,444.398
14,"SHA-2 256-bit, robust",20.195,441.617,13.224,475.036
15,"SHA-2 256-bit, robust",20.282,438.014,14.275,472.571
16,"SHA-2 256-bit, robust",23.760,464.279,11.942,499.980
17,"SHA-2 256-bit, robust",21.022,431.247,11.589,463.859
18,"SHA-2 256-bit, robust",20.283,430.120,11.776,462.178
19,"SHA-2 256-bit, robust",20.423,451.602,12.392,484.417
20,"SHA-2 256-bit, robust",23.196,457.064,11.749,492.009
21,"SHA-2 256-bit, robust",22.536,473.566,12.512,508.614
22,"SHA-2 256-bit, robust",24.957,448.606,13.138,486.701
23,"SHA-2 256-bit, robust",20.230,412.633,11.632,444.495
24,"SHA-2 256-bit, robust",20.818,413.799,11.383,445.999
25,"SHA-2 256-bit, robust",20.199,417.851,11.233,449.283
26,"SHA-2 256-bit, robust",20.133,412.945,11.228,444.305
27,"SHA-2 256-bit, robust",20.228,412.337,12.124,444.689
28,"SHA-2 256-bit, robust",20.532,412.753,11.121,444.406
29,"SHA-2 256-bit, robust",20.169,415.008,11.586,446.763
30,"SHA-2 256-bit, robust",20.351,440.566,11.496,472.413
31,"SHA-2 256-bit, robust",20.226,435.689,11.536,467.451
32,"SHA-2 256-bit, robust",20.076,411.849,11.216,443.141
33,"SHA-2 256-bit, robust",20.158,413.268,11.678,445.104
34,"SHA-2 256-bit, robust",20.119,417.297,11.179,448.595
35,"SHA-2 256-bit, robust",20.125,413.946,11.396,445.467
36,"SHA-2 256-bit, robust",20.140,413.095,11.279,444.515
37,"SHA-2 256-bit, robust",20.108,412.837,11.115,444.060
38,"SHA-2 256-bit, robust",20.180,414.211,11.458,445.850
39,"SHA-2 256-bit, robust",20.121,413.343,11.620,445.084
40,"SHA-2 256-bit, robust",20.143,411.942,11.246,443.331
41,"SHA-2 256-bit, robust",20.125,411.888,11.290,443.303
42,"SHA-2 256-bit, robust",20.130,412.868,11.434,444.432
43,"SHA-2 256-bit, robust",20.150,412.765,11.087,444.001
44,"SHA-2 256-bit, robust",20.128,411.953,11.599,443.680
45,"SHA-2 256-bit, robust",20.867,411.919,11.281,444.068
46,"SHA-2 256-bit, robust",20.124,412.696,11.622,444.442
47,"SHA-2 256-bit, robust",20.130,413.140,11.347,444.617
48,"SHA-2 256-bit, robust",20.099,412.141,11.623,443.863
49,"SHA-2 256-bit, robust",21.036,419.567,11.417,452.020
50,"SHA-2 256-bit, robust",20.128,426.682,11.401,458.211
51,"SHA-2 256-bit, robust",20.181,412.780,11.637,444.598
52,"SHA-2 256-bit, robust",20.146,414.753,12.126,447.025
53,"SHA-2 256-bit, robust",20.142,412.609,11.168,443.919
54,"SHA-2 256-bit, robust",20.230,412.896,11.248,444.374
55,"SHA-2 256-bit, robust",20.151,413.138,11.212,444.501
56,"SHA-2 256-bit, robust",20.145,413.028,11.749,444.922
57,"SHA-2 256-bit, robust",20.213,412.165,11.711,444.088
58,"SHA-2 256-bit, robust",20.121,423.560,12.114,455.795
59,"SHA-2 256-bit, robust",22.185,428.592,11.161,461.939
60,"SHA-2 256-bit, robust",20.387,416.066,11.454,447.907
61,"SHA-2 256-bit, robust",20.491,428.501,11.298,460.290
62,"SHA-2 256-bit, robust",20.375,415.794,11.285,447.454
63,"SHA-2 256-bit, robust",20.179,413.287,11.277,444.743
64,"SHA-2 256-bit, robust",20.137,414.352,11.416,445.905
65,"SHA-2 256-bit, robust",20.552,413.427,11.176,445.156
66,"SHA-2 256-bit, robust",20.133,415.079,11.717,446.929
67,"SHA-2 256-bit, robust",20.501,414.008,11.308,445.818
68,"SHA-2 256-bit, robust",20.383,414.589,11.172,446.144
69,"SHA-2 256-bit, robust",20.164,412.577,11.366,444.107
70,"SHA-2 256-bit, robust",20.927,413.235,11.114,445.275
71,"SHA-2 256-bit, robust",20.128,413.629,11.394,445.151
72,"SHA-2 256-bit, robust",20.277,413.089,11.714,445.079
73,"SHA-2 256-bit, robust",20.116,412.841,11.203,444.161
74,"SHA-2 256-bit, robust",21.258,412.561,11.590,445.410
75,"SHA-2 256-bit, robust",20.145,413.485,10.975,444.605
76,"SHA-2 256-bit, robust",20.125,414.381,10.850,445.356
77,"SHA-2 256-bit, robust",20.166,419.112,12.892,452.169
78,"SHA-2 256-bit, robust",20.288,438.667,11.566,470.522
79,"SHA-2 256-bit, robust",20.220,423.044,11.382,454.647
80,"SHA-2 256-bit, robust",20.286,428.757,11.220,460.264
81,"SHA-2 256-bit, robust",20.280,416.498,11.291,448.069
82,"SHA-2 256-bit, robust",20.343,413.150,11.668,445.161
83,"SHA-2 256-bit, robust",20.207,414.060,11.160,445.427
84,"SHA-2 256-bit, robust",20.096,414.668,11.013,445.777
85,"SHA-2 256-bit, robust",20.593,415.046,11.458,447.096
86,"SHA-2 256-bit, robust",20.143,412.728,11.259,444.131
87,"SHA-2 256-bit, robust",20.133,415.531,11.253,446.918
88,"SHA-2 256-bit, robust",20.336,416.187,11.245,447.768
89,"SHA-2 256-bit, robust",20.255,414.712,11.595,446.562
90,"SHA-2 256-bit, robust",20.288,415.079,11.534,446.901
91,"SHA-2 256-bit, robust",21.051,418.520,11.010,450.580
92,"SHA-2 256-bit, robust",20.371,413.131,11.495,444.998
93,"SHA-2 256-bit, robust",20.131,412.971,11.407,444.509
94,"SHA-2 256-bit, robust",20.167,420.157,11.348,451.672
95,"SHA-2 256-bit, robust",20.847,419.603,11.126,451.576
96,"SHA-2 256-bit, robust",20.147,413.396,11.708,445.250
97,"SHA-2 256-bit, robust",20.256,413.719,11.510,445.485
98,"SHA-2 256-bit, robust",20.097,413.454,13.271,446.823
99,"SHA-2 256-bit, robust",22.897,422.648,11.224,456.769
100,"SHA-2 256-bit, robust",20.510,418.095,11.693,450.297
