Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
1,"SHA-2 128-bit, standard, robust",250.329,2137.860,2.562,2390.750
2,"SHA-2 128-bit, standard, robust",253.645,2130.213,2.278,2386.136
3,"SHA-2 128-bit, standard, robust",257.115,2142.042,2.121,2401.278
4,"SHA-2 128-bit, standard, robust",249.485,2133.156,1.982,2384.624
5,"SHA-2 128-bit, standard, robust",248.185,2128.038,1.981,2378.204
6,"SHA-2 128-bit, standard, robust",249.534,2120.469,2.078,2372.081
7,"SHA-2 128-bit, standard, robust",250.271,2123.967,2.111,2376.349
8,"SHA-2 128-bit, standard, robust",248.549,2124.941,2.055,2375.544
9,"SHA-2 128-bit, standard, robust",250.977,2128.952,2.319,2382.247
10,"SHA-2 128-bit, standard, robust",252.351,2122.607,1.931,2376.889
11,"SHA-2 128-bit, standard, robust",250.245,2117.852,2.027,2370.124
12,"SHA-2 128-bit, standard, robust",247.714,2122.091,1.976,2371.780
13,"SHA-2 128-bit, standard, robust",250.651,2122.459,1.981,2375.090
14,"SHA-2 128-bit, standard, robust",248.742,2120.282,2.056,2371.079
15,"SHA-2 128-bit, standard, robust",248.666,2120.749,2.094,2371.510
16,"SHA-2 128-bit, standard, robust",248.748,2130.683,2.069,2381.499
17,"SHA-2 128-bit, standard, robust",248.672,2118.143,1.961,2368.777
18,"SHA-2 128-bit, standard, robust",248.660,2148.099,1.958,2398.717
19,"SHA-2 128-bit, standard, robust",250.305,2124.186,2.132,2376.622
20,"SHA-2 128-bit, standard, robust",249.291,2121.562,2.058,2372.910
21,"SHA-2 128-bit, standard, robust",251.387,2123.843,2.026,2377.256
22,"SHA-2 128-bit, standard, robust",249.193,2123.916,2.076,2375.184
23,"SHA-2 128-bit, standard, robust",252.064,2129.047,2.103,2383.214
24,"SHA-2 128-bit, standard, robust",252.180,2141.753,2.151,2396.084
25,"SHA-2 128-bit, standard, robust",249.054,2134.936,1.924,2385.913
26,"SHA-2 128-bit, standard, robust",249.407,2120.861,2.024,2372.292
27,"SHA-2 128-bit, standard, robust",248.360,2123.083,2.081,2373.524
28,"SHA-2 128-bit, standard, robust",248.504,2119.143,2.064,2369.711
29,"SHA-2 128-bit, standard, robust",248.158,2118.438,2.141,2368.737
30,"SHA-2 128-bit, standard, robust",249.267,2129.571,2.020,2380.859
31,"SHA-2 128-bit, standard, robust",248.437,2129.900,1.969,2380.307
32,"SHA-2 128-bit, standard, robust",249.422,2121.045,2.134,2372.601
33,"SHA-2 128-bit, standard, robust",249.668,2120.408,2.001,2372.077
34,"SHA-2 128-bit, standard, robust",247.841,2113.712,2.113,2363.666
35,"SHA-2 128-bit, standard, robust",248.302,2116.342,2.166,2366.809
36,"SHA-2 128-bit, standard, robust",247.827,2132.914,2.263,2383.004
37,"SHA-2 128-bit, standard, robust",254.612,2136.800,1.984,2393.397
38,"SHA-2 128-bit, standard, robust",248.747,2117.375,1.980,2368.101
39,"SHA-2 128-bit, standard, robust",249.636,2122.684,2.161,2374.480
40,"SHA-2 128-bit, standard, robust",249.677,2119.335,2.103,2371.115
41,"SHA-2 128-bit, standard, robust",248.181,2117.172,1.987,2367.340
42,"SHA-2 128-bit, standard, robust",248.614,2121.772,2.064,2372.450
