Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
1,"SHA-2_256-bit, robust",23.638,438.085,11.850,473.573
2,"SHA-2_256-bit, robust",21.024,431.292,13.375,465.690
3,"SHA-2_256-bit, robust",21.757,434.560,11.687,468.005
4,"SHA-2_256-bit, robust",21.113,437.231,11.653,469.997
5,"SHA-2_256-bit, robust",20.939,433.797,13.919,468.654
6,"SHA-2_256-bit, robust",25.530,430.695,12.009,468.233
7,"SHA-2_256-bit, robust",21.118,428.724,11.721,461.563
8,"SHA-2_256-bit, robust",20.960,430.408,11.677,463.045
9,"SHA-2_256-bit, robust",21.100,430.972,11.912,463.983
10,"SHA-2_256-bit, robust",21.094,433.926,11.991,467.011
11,"SHA-2_256-bit, robust",21.198,431.434,11.818,464.451
12,"SHA-2_256-bit, robust",21.164,434.204,11.936,467.304
13,"SHA-2_256-bit, robust",21.100,434.804,11.505,467.409
14,"SHA-2_256-bit, robust",21.004,452.105,11.792,484.902
15,"SHA-2_256-bit, robust",21.250,434.365,12.257,467.872
16,"SHA-2_256-bit, robust",22.322,464.722,12.400,499.443
17,"SHA-2_256-bit, robust",24.324,443.312,11.956,479.592
18,"SHA-2_256-bit, robust",21.897,449.190,12.105,483.192
19,"SHA-2_256-bit, robust",22.321,435.970,11.782,470.073
20,"SHA-2_256-bit, robust",22.544,452.083,12.457,487.084
21,"SHA-2_256-bit, robust",22.101,445.553,12.892,480.546
22,"SHA-2_256-bit, robust",21.671,462.832,12.146,496.650
23,"SHA-2_256-bit, robust",21.349,444.357,12.968,478.674
24,"SHA-2_256-bit, robust",24.279,446.456,11.803,482.539
25,"SHA-2_256-bit, robust",21.135,434.859,12.251,468.245
26,"SHA-2_256-bit, robust",21.349,433.223,11.942,466.514
27,"SHA-2_256-bit, robust",21.031,431.138,12.640,464.808
28,"SHA-2_256-bit, robust",21.239,432.470,11.919,465.627
29,"SHA-2_256-bit, robust",21.253,432.601,11.676,465.530
30,"SHA-2_256-bit, robust",21.140,433.536,11.866,466.543
31,"SHA-2_256-bit, robust",20.904,444.198,11.949,477.051
32,"SHA-2_256-bit, robust",21.166,444.919,12.042,478.127
33,"SHA-2_256-bit, robust",21.294,434.827,11.810,467.932
34,"SHA-2_256-bit, robust",20.950,448.362,12.143,481.454
35,"SHA-2_256-bit, robust",20.958,437.754,11.871,470.582
36,"SHA-2_256-bit, robust",20.928,435.861,11.356,468.146
37,"SHA-2_256-bit, robust",21.248,431.135,11.819,464.201
38,"SHA-2_256-bit, robust",21.158,431.545,11.551,464.253
39,"SHA-2_256-bit, robust",21.230,442.472,12.243,475.945
40,"SHA-2_256-bit, robust",21.443,441.231,11.774,474.448
41,"SHA-2_256-bit, robust",21.334,434.866,12.279,468.480
42,"SHA-2_256-bit, robust",21.211,437.982,11.794,470.986
43,"SHA-2_256-bit, robust",21.450,433.680,12.164,467.294
44,"SHA-2_256-bit, robust",21.132,431.656,11.890,464.678
45,"SHA-2_256-bit, robust",22.379,431.937,11.754,466.070
46,"SHA-2_256-bit, robust",21.134,433.362,11.882,466.378
47,"SHA-2_256-bit, robust",21.108,430.904,11.567,463.580
48,"SHA-2_256-bit, robust",21.171,452.809,11.614,485.595
49,"SHA-2_256-bit, robust",23.240,431.136,11.498,465.874
50,"SHA-2_256-bit, robust",20.940,432.837,11.693,465.469
51,"SHA-2_256-bit, robust",20.959,433.575,11.810,466.343
52,"SHA-2_256-bit, robust",21.072,429.348,14.049,464.469
53,"SHA-2_256-bit, robust",21.121,428.822,12.050,461.993
54,"SHA-2_256-bit, robust",21.253,430.888,11.889,464.030
