Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
1,"SHA-2_256-bit, standard_robust",335.728,4066.919,5.871,4408.518
2,"SHA-2_256-bit, standard_robust",334.500,4051.284,5.786,4391.570
3,"SHA-2_256-bit, standard_robust",335.619,4061.212,6.003,4402.834
4,"SHA-2_256-bit, standard_robust",334.663,4026.735,5.985,4367.383
5,"SHA-2_256-bit, standard_robust",334.965,4058.538,5.632,4399.136
6,"SHA-2_256-bit, standard_robust",335.780,4057.904,6.018,4399.701
7,"SHA-2_256-bit, standard_robust",334.501,4047.862,5.870,4388.233
8,"SHA-2_256-bit, standard_robust",335.696,4071.377,5.794,4412.868
9,"SHA-2_256-bit, standard_robust",334.600,4062.344,5.806,4402.750
10,"SHA-2_256-bit, standard_robust",339.613,4071.979,5.835,4417.427
11,"SHA-2_256-bit, standard_robust",336.544,4061.514,5.783,4403.841
12,"SHA-2_256-bit, standard_robust",334.726,4056.737,5.848,4397.310
13,"SHA-2_256-bit, standard_robust",336.443,4036.276,6.057,4378.775
14,"SHA-2_256-bit, standard_robust",335.036,4062.565,5.964,4403.565
15,"SHA-2_256-bit, standard_robust",335.432,4049.356,5.897,4390.685
16,"SHA-2_256-bit, standard_robust",336.305,4052.111,5.664,4394.080
17,"SHA-2_256-bit, standard_robust",334.909,4039.277,6.135,4380.322
18,"SHA-2_256-bit, standard_robust",334.922,4055.996,5.880,4396.798
19,"SHA-2_256-bit, standard_robust",334.858,4075.111,5.741,4415.709
20,"SHA-2_256-bit, standard_robust",338.643,4074.635,5.953,4419.231
21,"SHA-2_256-bit, standard_robust",337.289,4060.128,5.517,4402.934
22,"SHA-2_256-bit, standard_robust",334.795,4077.984,5.826,4418.605
23,"SHA-2_256-bit, standard_robust",338.708,4049.932,5.842,4394.482
24,"SHA-2_256-bit, standard_robust",335.403,4037.543,5.645,4378.591
25,"SHA-2_256-bit, standard_robust",334.682,4056.897,5.807,4397.386
26,"SHA-2_256-bit, standard_robust",335.829,4037.778,5.914,4379.521
27,"SHA-2_256-bit, standard_robust",336.440,4050.813,5.695,4392.948
28,"SHA-2_256-bit, standard_robust",335.009,4055.279,6.128,4396.417
29,"SHA-2_256-bit, standard_robust",335.352,4046.951,5.781,4388.085
30,"SHA-2_256-bit, standard_robust",343.860,4084.721,6.034,4434.614
31,"SHA-2_256-bit, standard_robust",336.054,4056.944,6.030,4399.029
32,"SHA-2_256-bit, standard_robust",335.129,4034.681,5.655,4375.466
33,"SHA-2_256-bit, standard_robust",336.916,4031.399,5.946,4374.262
34,"SHA-2_256-bit, standard_robust",334.528,4043.106,5.704,4383.338
35,"SHA-2_256-bit, standard_robust",334.923,4057.210,5.762,4397.894
36,"SHA-2_256-bit, standard_robust",334.713,4065.741,5.798,4406.251
37,"SHA-2_256-bit, standard_robust",336.716,4056.318,5.794,4398.828
38,"SHA-2_256-bit, standard_robust",335.370,4065.056,5.883,4406.308
39,"SHA-2_256-bit, standard_robust",336.310,4046.692,6.107,4389.109
40,"SHA-2_256-bit, standard_robust",336.452,4076.207,5.864,4418.523
41,"SHA-2_256-bit, standard_robust",335.564,4048.709,5.637,4389.911
42,"SHA-2_256-bit, standard_robust",335.279,4061.225,5.801,4402.305
43,"SHA-2_256-bit, standard_robust",336.695,4052.900,5.798,4395.393
44,"SHA-2_256-bit, standard_robust",335.448,4060.648,5.684,4401.781
45,"SHA-2_256-bit, standard_robust",335.360,4040.172,5.800,4381.333
46,"SHA-2_256-bit, standard_robust",335.499,4061.210,5.757,4402.466
47,"SHA-2_256-bit, standard_robust",336.328,4050.651,5.903,4392.882
48,"SHA-2_256-bit, standard_robust",334.576,4069.245,5.908,4409.730
49,"SHA-2_256-bit, standard_robust",335.060,4034.840,5.514,4375.414
50,"SHA-2_256-bit, standard_robust",354.969,4047.903,5.569,4408.441
51,"SHA-2_256-bit, standard_robust",347.852,4038.867,5.809,4392.528
52,"SHA-2_256-bit, standard_robust",335.726,4047.747,5.652,4389.125
53,"SHA-2_256-bit, standard_robust",336.384,4052.821,6.811,4396.016
54,"SHA-2_256-bit, standard_robust",334.676,4053.525,5.580,4393.781
55,"SHA-2_256-bit, standard_robust",334.929,4054.454,5.592,4394.975
56,"SHA-2_256-bit, standard_robust",334.767,4036.243,5.788,4376.799
57,"SHA-2_256-bit, standard_robust",335.822,4041.249,5.922,4382.994
58,"SHA-2_256-bit, standard_robust",334.600,4052.560,5.892,4393.053
59,"SHA-2_256-bit, standard_robust",334.938,4050.821,5.764,4391.523
60,"SHA-2_256-bit, standard_robust",337.581,4061.659,5.954,4405.194
61,"SHA-2_256-bit, standard_robust",335.908,4074.442,5.827,4416.177
62,"SHA-2_256-bit, standard_robust",335.279,4059.147,5.964,4400.390
63,"SHA-2_256-bit, standard_robust",334.803,4040.485,6.146,4381.434
64,"SHA-2_256-bit, standard_robust",336.058,4064.279,5.722,4406.059
65,"SHA-2_256-bit, standard_robust",334.679,4064.534,5.623,4404.836
66,"SHA-2_256-bit, standard_robust",334.819,4049.222,6.001,4390.041
67,"SHA-2_256-bit, standard_robust",335.896,4037.688,5.999,4379.582
68,"SHA-2_256-bit, standard_robust",334.989,4036.180,5.916,4377.084
69,"SHA-2_256-bit, standard_robust",334.735,4063.756,5.689,4404.181
70,"SHA-2_256-bit, standard_robust",334.997,4054.727,5.724,4395.448
71,"SHA-2_256-bit, standard_robust",361.116,4057.597,5.903,4424.616
72,"SHA-2_256-bit, standard_robust",334.685,4069.563,5.806,4410.054
73,"SHA-2_256-bit, standard_robust",334.834,4062.943,5.917,4403.695
74,"SHA-2_256-bit, standard_robust",336.423,4067.775,5.776,4409.974
75,"SHA-2_256-bit, standard_robust",336.628,4041.636,5.555,4383.820
76,"SHA-2_256-bit, standard_robust",335.124,4061.169,5.749,4402.042
77,"SHA-2_256-bit, standard_robust",336.562,4071.772,6.309,4414.643
78,"SHA-2_256-bit, standard_robust",353.630,4095.385,5.739,4454.753
79,"SHA-2_256-bit, standard_robust",334.342,4051.322,5.806,4391.470
80,"SHA-2_256-bit, standard_robust",338.295,4056.409,5.770,4400.475
81,"SHA-2_256-bit, standard_robust",369.044,4047.559,5.667,4422.269
82,"SHA-2_256-bit, standard_robust",335.384,4069.467,5.936,4410.788
83,"SHA-2_256-bit, standard_robust",335.350,4055.130,5.984,4396.465
84,"SHA-2_256-bit, standard_robust",336.549,4059.343,5.746,4401.638
85,"SHA-2_256-bit, standard_robust",335.770,4050.677,5.544,4391.992
86,"SHA-2_256-bit, standard_robust",336.181,4055.350,5.853,4397.383
87,"SHA-2_256-bit, standard_robust",336.071,4077.371,5.690,4419.133
88,"SHA-2_256-bit, standard_robust",335.076,4069.461,5.694,4410.232
89,"SHA-2_256-bit, standard_robust",335.304,4063.329,5.771,4404.404
90,"SHA-2_256-bit, standard_robust",341.208,4056.212,5.978,4403.398
91,"SHA-2_256-bit, standard_robust",336.369,4050.871,5.688,4392.928
92,"SHA-2_256-bit, standard_robust",334.889,4058.430,5.689,4399.007
93,"SHA-2_256-bit, standard_robust",334.761,4052.636,5.921,4393.318
94,"SHA-2_256-bit, standard_robust",336.374,4038.161,5.653,4380.189
95,"SHA-2_256-bit, standard_robust",339.357,4068.362,5.655,4413.375
96,"SHA-2_256-bit, standard_robust",335.162,4055.672,5.891,4396.725
97,"SHA-2_256-bit, standard_robust",335.432,4052.059,5.725,4393.216
98,"SHA-2_256-bit, standard_robust",335.590,4087.003,5.550,4428.143
99,"SHA-2_256-bit, standard_robust",336.127,4035.443,5.676,4377.245
100,"SHA-2_256-bit, standard_robust",336.085,4070.142,5.747,4411.974
