Iteración,Tipo,Tiempo Generación Claves,Tiempo Firma,Tiempo Verificación,Tiempo Total
1,"SHA-2_128-bit, standard_robust",264.378,2234.006,2.237,2500.621
2,"SHA-2_128-bit, standard_robust",262.344,2254.818,2.187,2519.349
3,"SHA-2_128-bit, standard_robust",265.304,2257.947,2.129,2525.381
4,"SHA-2_128-bit, standard_robust",261.474,2227.181,2.108,2490.763
5,"SHA-2_128-bit, standard_robust",261.240,2261.745,2.033,2525.018
6,"SHA-2_128-bit, standard_robust",260.688,2220.299,2.294,2483.281
7,"SHA-2_128-bit, standard_robust",261.110,2239.072,2.197,2502.380
8,"SHA-2_128-bit, standard_robust",277.349,2246.456,2.085,2525.890
9,"SHA-2_128-bit, standard_robust",285.806,2264.812,2.149,2552.767
10,"SHA-2_128-bit, standard_robust",270.848,2267.544,2.011,2540.403
11,"SHA-2_128-bit, standard_robust",261.026,2253.430,2.027,2516.483
12,"SHA-2_128-bit, standard_robust",260.949,2219.722,2.051,2482.723
13,"SHA-2_128-bit, standard_robust",262.192,2243.059,2.068,2507.319
14,"SHA-2_128-bit, standard_robust",266.274,2225.306,2.580,2494.160
15,"SHA-2_128-bit, standard_robust",278.722,2224.483,2.040,2505.245
16,"SHA-2_128-bit, standard_robust",260.834,2243.201,2.115,2506.150
17,"SHA-2_128-bit, standard_robust",261.435,2221.866,2.234,2485.536
18,"SHA-2_128-bit, standard_robust",261.074,2229.623,2.186,2492.883
19,"SHA-2_128-bit, standard_robust",261.244,2253.440,2.326,2517.010
20,"SHA-2_128-bit, standard_robust",262.602,2224.993,2.145,2489.739
21,"SHA-2_128-bit, standard_robust",261.114,2247.261,2.138,2510.512
22,"SHA-2_128-bit, standard_robust",262.834,2231.084,2.096,2496.014
23,"SHA-2_128-bit, standard_robust",286.355,2239.610,2.019,2527.984
24,"SHA-2_128-bit, standard_robust",262.188,2240.238,2.023,2504.448
25,"SHA-2_128-bit, standard_robust",260.841,2220.474,2.103,2483.417
26,"SHA-2_128-bit, standard_robust",270.173,2243.916,1.999,2516.089
27,"SHA-2_128-bit, standard_robust",260.772,2238.972,2.016,2501.760
28,"SHA-2_128-bit, standard_robust",261.168,2263.491,2.109,2526.767
29,"SHA-2_128-bit, standard_robust",270.361,2237.278,2.117,2509.756
30,"SHA-2_128-bit, standard_robust",272.788,2242.749,2.354,2517.891
31,"SHA-2_128-bit, standard_robust",263.536,2225.456,2.108,2491.100
32,"SHA-2_128-bit, standard_robust",262.957,2274.774,2.185,2539.916
33,"SHA-2_128-bit, standard_robust",263.886,2285.499,2.301,2551.686
34,"SHA-2_128-bit, standard_robust",264.657,2253.451,2.089,2520.197
35,"SHA-2_128-bit, standard_robust",261.159,2255.883,2.223,2519.264
36,"SHA-2_128-bit, standard_robust",261.079,2238.335,2.192,2501.606
37,"SHA-2_128-bit, standard_robust",261.118,2249.002,2.132,2512.252
38,"SHA-2_128-bit, standard_robust",263.397,2259.233,2.141,2524.771
39,"SHA-2_128-bit, standard_robust",261.326,2221.918,2.163,2485.407
40,"SHA-2_128-bit, standard_robust",262.626,2245.584,2.109,2510.318
41,"SHA-2_128-bit, standard_robust",260.624,2223.426,2.086,2486.137
42,"SHA-2_128-bit, standard_robust",261.490,2254.265,2.320,2518.075
43,"SHA-2_128-bit, standard_robust",262.482,2249.233,2.104,2513.819
44,"SHA-2_128-bit, standard_robust",261.236,2221.940,2.131,2485.307
45,"SHA-2_128-bit, standard_robust",261.117,2233.300,2.182,2496.599
